"","site","date_sampled","f_record","x2_4_d","f_2_4_d","aceta","f_aceta","alkalinity","f_alkalinity","atemp","f_atemp","bac_r","f_bac_r","bentazon","f_bentazon","carbamazepine","f_carbamazepine","ch_la_c","f_ch_la_c","ch_la_un_c","f_ch_la_un_c","ch_lb_tri_n","f_ch_lb_tri_n","ch_lc_tri_n","f_ch_lc_tri_n","phea","f_phea","dg3","f_dg3","diuron","f_diuron","do","f_do","do_p","f_do_p","entero","f_entero","feccol","f_feccol","fenuron","f_fenuron","fluoride","f_fluoride","fluridone","f_fluridone","gfd","f_gfd","gull2","f_gull2","hf183","f_hf183","hydrocodone","f_hydrocodone","ibuprofen","f_ibuprofen","imazapyr","f_imazapyr","imidacloprid","f_imidacloprid","linuron","f_linuron","mcpp","f_mcpp","naproxen","f_naproxen","nh4_n","f_nh4_n","no23f","f_no23f","tn_calc","f_tn_calc","din","f_din","ton","f_ton","don","f_don","tkn","f_tkn","tn","f_tn","dtkn","f_dtkn","od664b_od665a","f_od664b_od665a","p_h","f_p_h","primidone","f_primidone","pyraclostrobin","f_pyraclostrobin","salt","f_salt","secchi","f_secchi","sp_cond","f_sp_cond","sucra","f_sucra","tp","f_tp","triclopyr","f_triclopyr","tss","f_tss","turbidity","f_turbidity","w_br_ic","f_w_br_ic","w_cl_ic","f_w_cl_ic","w_color","f_w_color","w_so4_ic","f_w_so4_ic","w_tds","f_w_tds","w_toc","f_w_toc","wdepth","f_wdepth","wind_d","f_wind_d","wind_s","f_wind_s","wtem","f_wtem"
"103","Lake South","2019-03-04 10:26:00"," "," "," "," "," "," "," "," ","converted from 69.2 F"," "," "," "," "," "," ","7"," ","8"," ","2"," ","2"," ","2"," "," "," "," "," ","6.09"," ","73.6"," ","10","U","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.088"," ","0.01"," ","0.93"," ","0.098"," ","0.832"," ","0.492"," ","0.92"," ","0.93"," ","0.58"," ","1.59"," ","7.52"," "," "," "," "," ","12.69"," ","0.7","tube","2118"," "," "," ","0.0291"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","2.7"," "," "," "," "," ","21.3"," "
"104","Lake South","2019-04-02 11:07:00"," "," "," "," "," "," "," ","14.2"," "," "," "," "," "," "," ","10.1"," ","11.5"," ","2"," ","2.8"," ","2"," "," "," "," "," ","6.96"," ","83.3"," ","10","U","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.087"," ","0.31"," ","1.09"," ","0.397"," ","0.693"," ","0.803"," ","0.78"," ","0.81"," ","0.89"," ","1.6"," ","7.47"," "," "," "," "," ","18.21"," ","0.6"," ","29421"," "," "," ","0.0297"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.792682926829268","converted from ft (ft/3.28)"," "," ","3.7"," ","18.1"," "
"105","Lake South","2019-05-02 10:41:00"," "," "," "," "," "," "," ","26.6111111111111","converted from F ((F-32)*(5/9))"," "," "," "," "," "," ","21"," ","23.7"," ","5","U","5","U","5","U"," "," "," "," ","4.83"," ","71.1"," ","10","U","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.032"," ","0.01","U","0.73"," ","0.042"," ","0.688"," ","0.588"," ","0.72"," ","0.72"," ","0.62"," ","1.61"," ","7.7"," "," "," "," "," ","24.54"," ","0.5"," ","38707"," "," "," ","0.0695"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","2.63746088511399","converted from mph (mph/2.237)","26.7"," "
"106","Lake South","2019-06-03 12:06:00"," "," "," "," "," "," "," ","32.7222222222222","converted from F ((F-32)*(5/9))"," "," "," "," "," "," ","26.9"," ","30.3"," ","3.4","U","5.2"," ","4","V"," "," "," "," ","5.36"," ","87.2"," ","10"," ","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.02"," ","0.008","U","0.968"," ","0.028"," ","0.94"," ","0.81"," ","0.96"," ","0.97"," ","0.83"," ","1.61"," ","7.74"," "," "," "," "," ","37.16"," ","0.5"," ","56180"," "," "," ","0.0924"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.7"," "," "," ","1.34108180599017","converted from mph (mph/2.237)","30.1"," "
"107","River North","2017-07-20 08:35:00"," "," "," "," "," "," "," ","27.7"," "," "," "," "," "," "," ","9.6"," ","13.2"," ","2","U","2","U","5.4"," "," "," "," "," ","0.09","Potential sensor issues"," "," ","76"," ","10","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.02"," ","1.08"," "," "," "," "," "," "," ","1.06"," ","1.08"," "," "," ","1.45"," ","7.19"," "," "," "," "," ","29.75"," ","0.44"," ","46135"," "," "," ","0.0816"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","30.2"," "
"108","River North","2017-08-03 10:31:00"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11.6"," ","14.4"," ","3.4","U","3.4","U","3.9"," "," "," "," "," ","7.3"," ","94.2","calculated using https://www.loligosystems.com/convert-oxygen-units?menu=79","38"," ","21","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.026"," ","1.476"," "," "," "," "," "," "," ","1.45"," ","1.48"," "," "," ","1.52"," ","7.61"," "," "," "," "," ","24.71"," ","0.621"," ","38986"," "," "," ","0.0494"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","14.53985","calculated from mph (mph*2.2369)","28.7"," "
"109","River North","2017-09-20 12:09:00"," "," "," "," "," "," "," ","34.6111111111111","calculated from F"," "," "," "," "," "," ","10","U","10"," ","10","U","10","U","10","U"," "," "," "," ","4.13"," ","55.2","calculated using https://www.loligosystems.com/convert-oxygen-units?menu=84","5","U","31","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.035"," ","0.955"," "," "," "," "," "," "," ","0.92"," ","0.95"," "," "," ","1.64"," ","7.54"," "," "," "," "," ","14.18"," ","0.42"," ","23592"," "," "," ","0.083"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","12.75033","calculated from mph (mph*2.2369)","30.5"," "
"110","River North","2017-10-18 11:18:00"," "," "," "," "," "," "," ","29.4444444444444","calculated from F"," "," "," "," "," "," ","7.7"," ","8.9"," ","4","U","4","U","4","U"," "," "," "," ","6.4"," ","86.5"," ","30"," ","200","Z"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.038"," ","1.478"," "," "," "," "," "," "," ","1.44"," ","1.48"," "," "," ","1.6"," ","7.12"," "," "," "," "," ","19.13"," ","0.5"," ","30657"," "," "," ","0.0676"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","23.48745","calculated from mph (mph*2.2369)","24"," "
"111","River North","2017-11-02 11:40:00"," "," "," "," "," "," "," ","27.2222222222222","calculated from F"," "," "," "," "," "," ","13.5"," ","16.2"," ","3.5","U","3.5","U","3.5"," "," "," "," "," ","5.51"," ","61.06"," ","10"," ","84"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.044"," ","1.014"," "," "," "," "," "," "," ","0.97"," ","1.01"," "," "," ","1.55"," ","7.54"," "," "," "," "," ","13.4"," ","0.43"," ","2213"," "," "," ","0.11"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","12.97402","calculated from mph (mph*2.2369)","20.9"," "
"112","River North","2017-12-13 12:52:00"," "," "," "," "," "," "," ","19.2222222222222","calculated from F"," "," "," "," "," "," ","16.6"," ","18.5"," ","4","U","4","U","4","U"," "," "," "," ","11.58"," ","107.42"," ","10","U","6","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.014"," ","0.01","U","1.09"," ","0.024"," ","1.066"," ","0.676"," ","1.08"," ","1.09"," ","0.69"," ","1.62"," ","7.33"," "," "," "," "," ","10.06"," ","0.382"," ","17071"," "," "," ","0.0643"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","2.68428","calculated from mph (mph*2.2369)","12.4"," "
"113","River North","2018-01-17 10:51:00"," "," "," "," "," "," "," ","15.0555555555556","calculated from F"," "," "," "," "," "," ","4.2"," ","4.3"," ","2","U","2","U","2","U"," "," "," "," ","7.01"," ","74.9"," ","20"," ","14","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.044"," ","0.049"," ","0.609"," ","0.093"," ","0.516"," ","0.426"," ","0.56"," ","0.58"," ","0.47","I","1.71"," ","7.1"," "," "," "," "," ","23.32"," ","1.2"," ","36902"," "," "," ","0.0527"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","13.4214","calculated from mph (mph*2.2369)","11.7"," "
"114","River North","2018-02-14 09:21:00"," "," "," "," "," "," "," ","15.3333333333333","calculated from F"," "," "," "," "," "," ","8.4"," ","9.8"," ","2","U","2","U","2","U"," "," "," "," ","7.18"," ","83.9"," ","85"," ","42"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.103"," ","0.037"," ","0.817"," ","0.14"," ","0.677"," ","0.947"," ","0.78"," ","0.81"," ","1.05"," ","1.58"," ","6.93"," "," "," "," "," ","19.54"," ","0.8"," ","31330"," "," "," ","0.0617"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","18.56627","calculated from mph (mph*2.2369)","16.9"," "
"115","River North","2018-03-28 08:50:00"," "," "," "," "," "," "," ","19.4"," "," "," "," "," "," "," ","5.2"," ","6.8"," ","2","U","2","U","2.5"," "," "," "," "," ","5.56"," ","72.9"," ","10"," ","2","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.07"," ","0.053"," ","0.893"," ","0.123"," ","0.77"," ","0.63"," ","0.84"," ","0.89"," ","0.7"," ","1.48","V","7.22"," "," "," "," "," ","28.76"," ","0.7"," ","44437"," "," "," ","0.0558"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.55487804878049","converted from ft (ft/3.28)"," "," ","0.5"," ","20.4"," "
"116","River North","2018-04-24 08:03:00"," "," "," "," "," "," "," ","19.5"," "," "," "," "," "," "," ","7.6"," ","9.4"," ","2","U","2","U","2.5"," "," "," "," "," ","4.81"," ","64.4"," ","73"," ","50","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.143"," ","0.04"," ","0.59"," ","0.183"," ","0.407"," ","0.427"," ","0.55"," ","0.59"," ","0.57"," ","1.53"," ","6.87"," "," "," "," "," ","25.21"," ","0.8"," ","39521"," "," "," ","0.0592"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.06707317073171","converted from ft (ft/3.28)"," "," ","2"," ","22"," "
"117","River North","2018-05-30 11:28:00"," "," "," "," "," "," "," ","26.8"," "," "," "," "," "," "," ","58.5"," ","62.7"," ","3.4","U","9.8"," ","3.4","U"," "," "," "," ","5.51"," ","82.2"," ","10"," ","20","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.029"," ","0.045"," ","1.265"," ","0.074"," ","1.191"," ","0.471"," ","1.22"," ","1.27"," ","0.5","I","1.66"," ","7.73"," "," "," "," "," ","30.76"," ","0.8"," ","47367"," "," "," ","0.0839"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.21951219512195","converted from ft (ft/3.28)"," "," ","2.1"," ","27"," "
"118","River North","2018-06-11 09:30:00"," "," "," "," "," "," "," ","26.7"," "," "," "," "," "," "," ","17.9"," ","21.1"," ","2","U","3.4"," ","4.2"," "," "," "," "," ","2.59"," ","38"," ","10","U","20","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.168"," ","0.036"," ","1.066"," ","0.204"," ","0.862"," ","0.872"," ","1.03"," ","1.06"," ","1.04"," ","1.57"," ","7.43"," "," "," "," "," ","24.34"," ","0.5"," ","38399"," "," "," ","0.151"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.09756097560976","converted from ft (ft/3.28)"," "," ","2"," ","27.3"," "
"119","River North","2018-07-11 10:20:00"," "," "," "," "," "," "," ","29.4"," "," "," "," "," "," "," ","16.1"," ","18.4"," ","2","U","3.3"," ","2.9"," "," "," "," "," ","3.4"," ","49.7"," ","20"," ","10","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.08"," ","0.057"," ","1.217"," ","0.137"," ","1.08"," ","0.81"," ","1.16"," ","1.19"," ","0.89"," ","1.59"," ","7.12"," "," "," "," "," ","19.55"," ","1.1"," ","31506"," "," "," ","0.0944"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.00609756097561","converted from ft (ft/3.28)"," "," ","2.1"," ","29.6"," "
"120","River North","2018-08-08 08:29:00"," "," "," "," "," "," "," ","28.9"," "," "," "," "," "," "," ","12"," ","14.9"," ","1.9","U","2.4"," ","4.1"," "," "," "," "," ","3.35"," ","47.8"," ","10"," ","80","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.081"," ","0.05","U","1.46"," ","0.131"," ","1.329"," ","1.629"," ","1.41"," ","1.43"," ","1.71"," ","1.52"," ","7.49"," "," "," "," "," ","15.97"," ","0.6"," ","26065"," "," "," ","0.0878"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.945121951219512","converted from ft (ft/3.28)"," "," ","0.8"," ","29.5"," "
"121","River North","2018-09-06 08:51:00"," "," "," "," "," "," "," ","29.1"," "," "," "," "," "," "," ","26"," ","30.9"," ","2.3","U","5"," ","6.5"," "," "," "," "," ","2.73"," ","39.6"," ","10","U","30","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.161"," ","0.051"," ","1.421"," ","0.212"," ","1.209"," ","0.929"," ","1.37"," ","1.42"," ","1.09"," ","1.56","V","7.26"," "," "," "," "," ","21.05"," ","0.5"," ","33773"," "," "," ","0.145"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.1890243902439","converted from ft (ft/3.28)"," "," ","1"," ","28.5"," "
"122","River North","2018-10-22 09:46:00"," "," "," "," "," "," "," ","24.2"," "," "," "," "," "," "," ","10.7"," ","12.4"," ","2","U","2","U","2.1"," "," "," "," "," ","5"," ","67.5"," ","10","U","40","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.104"," ","0.014"," ","0.814"," ","0.118"," ","0.696"," ","0.886"," ","0.8"," ","0.81"," ","0.99"," ","1.58"," ","7.59"," "," "," "," "," ","30.84"," ","1"," ","47383"," "," "," ","0.1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.3719512195122","converted from ft (ft/3.28)"," "," ","4"," ","21.8"," "
"123","River North","2018-11-07 10:15:00"," "," "," "," "," "," "," ","29.1"," "," "," "," "," "," "," ","6.3"," ","8.7"," ","2","U","2","U","3.5"," "," "," "," "," ","3.8"," ","53.8"," ","10","U","10","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.167"," ","0.014"," ","0.744"," ","0.181"," ","0.563"," ","0.833"," ","0.73"," ","0.74"," ","1"," ","1.45"," ","7.25"," "," "," "," "," ","28.19"," ","1.1"," ","43616"," "," "," ","0.0712"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.82926829268293","converted from ft (ft/3.28)"," "," ","0.4"," ","25"," "
"124","River North","2018-12-05 09:43:00"," "," "," "," "," "," "," ","9.5"," "," "," "," "," "," "," ","14.1"," ","16.3"," ","2.5","U","3"," ","2.7"," "," "," "," "," ","6.53"," ","77.4"," ","30"," ","10","BU"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.067"," ","0.01","U","1.01"," ","0.077"," ","0.933"," ","0.873"," ","1"," ","1.01"," ","0.94"," ","1.59"," ","7.65"," "," "," "," "," ","22.55"," ","0.6"," ","36014"," "," "," ","0.0515"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.43256","converted from ft (ft/3.28)"," "," ","5"," ","17"," "
"125","River North","2019-01-22 11:30:00"," "," "," "," "," "," "," ","13.05556","converted from 55.5 F"," "," "," "," "," "," ","3"," ","3.9"," ","2","U","2","U","2","U"," "," "," "," ","8.2"," ","89.7"," ","10"," ","18","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.082"," ","0.016"," ","0.536"," ","0.098"," ","0.438"," ","0.728"," ","0.52"," ","0.54"," ","0.81"," ","1.49"," ","7.87"," "," "," "," "," ","21.57"," ","1"," ","34316"," "," "," ","0.0455"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.8288","converted from ft (ft/3.28)"," "," ","1.61"," ","13.5"," "
"126","River North","2019-02-04 10:49:00"," "," "," "," "," "," "," ","14.3"," "," "," "," "," "," "," ","3.6"," ","4.5"," ","2.3","U","2.3","U","2.3","U"," "," "," "," ","7.04"," ","78.4"," ","10"," ","18","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.091"," ","0.01","U","0.63"," ","0.101"," ","0.529"," ","0.629"," ","0.62"," ","0.62"," ","0.72"," ","1.5"," ","7.54"," "," "," "," "," ","20.72"," ","1"," ","33064"," "," "," ","0.0437"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.70688","converted from ft (ft/3.28)"," "," ","1.6"," ","14.4"," "
"127","River North","2019-03-04 10:00:00"," "," "," "," "," "," "," ","21.27778","converted from 70.3 F"," "," "," "," "," "," ","6.5"," ","8.5"," ","2"," ","2"," ","2.9"," "," "," "," "," ","5.77"," ","72.3"," ","41"," ","81","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.116"," ","0.014"," ","0.624"," ","0.13"," ","0.494"," ","0.654"," ","0.61"," ","0.62"," ","0.77"," ","1.48"," ","7.36"," "," "," "," "," ","19.8"," ","0.6"," ","31125"," "," "," ","0.0621"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.66667","converted from ft (ft/3.28)"," "," ","2.2352","converted from 5.0 mph","20"," "
"128","River North","2019-04-02 10:32:00"," "," "," "," "," "," "," ","14.2"," "," "," "," "," "," "," ","7.3"," ","9.1"," ","2","U","2","U","2.6"," "," "," "," "," ","5.1"," ","70.5"," ","30"," ","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.09"," ","0.013"," ","0.513"," ","0.103"," ","0.41"," ","0.32"," ","0.5","U","0.5","U","0.41","IV","1.51"," ","7.26"," "," "," "," "," ","27.08"," ","0.8"," ","42707"," "," "," ","0.0572"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.52439024390244","converted from ft (ft/3.28)"," "," ","3.5"," ","18.9"," "
"129","River North","2019-05-02 09:54:00"," "," "," "," "," "," "," ","22.8888888888889","converted from F ((F-32)*(5/9))"," "," "," "," "," "," ","8.7"," ","9.1"," ","4","U","4","U","4","U"," "," "," "," ","5.57"," ","78.3"," ","10","U","9","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.045"," ","0.01","U","1.1"," ","0.055"," ","1.045"," ","0.695"," ","1.09"," ","1.1"," ","0.74"," ","1.68"," ","7.69"," "," "," "," "," ","24.27"," ","0.8"," ","38888"," "," "," ","0.0516"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.28048780487805","converted from ft (ft/3.28)"," "," ","1.87751452838623","converted from mph (mph/2.237)","25.9"," "
"130","River North","2019-06-03 11:25:00"," "," "," "," "," "," "," ","30.7222222222222","converted from F ((F-32)*(5/9))"," "," "," "," "," "," ","22.7"," ","25.6"," ","5","U","5","U","5","U"," "," "," "," ","4.46"," ","72.9"," ","10"," ","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.021"," ","0.008"," ","0.608"," ","0.029"," ","0.579"," ","0.809"," ","0.6"," ","0.61"," ","0.83"," ","1.61"," ","7.66"," "," "," "," "," ","37.56"," ","0.5"," ","56707"," "," "," ","0.0784"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.55487804878049","converted from ft (ft/3.28)"," "," ","1.6092981671882","converted from mph (mph/2.237)","29.9"," "
"131","GR1","2018-07-11 09:59:00"," "," "," "," "," ","116"," ","28.8"," "," "," "," "," "," "," ","12"," ","14"," "," "," "," "," ","2.9"," "," "," "," "," ","3.59"," ","52.8"," ","10","U","10","B"," "," ","0.91"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.052"," ","0.008","I","1.008"," ","0.06"," ","0.948"," ","0.678"," ","1"," "," "," ","0.73"," "," "," ","7.12"," "," "," "," "," ","21"," ","1"," ","33680"," "," "," ","0.1"," "," "," ","10","A","6.8"," "," "," "," "," "," "," "," "," "," "," ","12"," ","1.43292682926829","converted from ft (ft/3.28)"," "," ","4.7"," ","29.5"," "
"132","GR1","2018-08-08 08:21:00"," "," "," "," "," "," "," ","28.5"," "," "," "," "," "," "," ","12.7"," ","15.7"," ","2","U","2.5"," ","4.3"," "," "," "," "," ","3.86"," ","55.5"," ","10","U","30","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.051"," ","0.05","U","1.15"," ","0.101"," ","1.049"," ","1.249"," ","1.1"," ","1.1"," ","1.3"," ","1.52"," ","7.56"," "," "," "," "," ","15.99"," ","0.6"," ","26811"," "," "," ","0.0788"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.28048780487805","converted from ft (ft/3.28)"," "," ","2.4"," ","29.6"," "
"133","GR1","2018-09-06 08:34:00"," ","0.0039","I","0.008","U","117"," ","28.2"," ","1500","U","0.014","J","8e-04","U","5.7"," ","7.9"," "," "," "," "," ","3.4"," ","1300","U","0.0022","I","4.17"," ","61.4"," ","10","QU","10","QU","0.016","U","0.9"," ","0.012"," ","170","U","8400","U","140","U","8e-04","U","0.02","U","0.042"," ","0.0055","I","0.004","U","0.002","U","0.008","U","0.11"," ","0.014"," ","0.844"," ","0.124"," ","0.72"," ","0.61"," ","0.83"," "," "," ","0.72"," "," "," ","7.41"," ","0.004","U","0.002","U","21.83"," ","0.6"," ","34872"," ","0.26"," ","0.085"," ","0.004","U","12"," ","8.4"," "," "," "," "," "," "," "," "," "," "," ","9.5"," ","1.49390243902439","converted from ft (ft/3.28)"," "," ","3"," ","29.2"," "
"134","GR1","2018-10-22 09:37:00"," "," "," "," "," "," "," ","24.1"," "," "," "," "," "," "," ","4.4"," ","5.7"," ","2","U","2","U","2"," "," "," "," "," ","4.93"," ","69.1"," ","10"," ","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.125"," ","0.02"," ","0.8"," ","0.145"," ","0.655"," ","1.135"," ","0.78"," ","0.8"," ","1.26"," ","1.48"," ","7.51"," "," "," "," "," ","30.96"," ","1.1"," ","47515"," "," "," ","0.15"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.70731707317073","converted from ft (ft/3.28)"," "," ","4.1"," ","22.6"," "
"135","GR1","2018-11-07 11:05:00"," "," "," "," "," "," "," ","28.3"," "," "," "," "," "," "," ","6"," ","7.8"," ","1.5","U","1.5","U","2.7"," "," "," "," "," ","3.72"," ","52.7"," ","10","U","50","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.159"," ","0.013"," ","0.673"," ","0.172"," ","0.501"," ","0.981"," ","0.66"," ","0.67"," ","1.14"," ","1.48"," ","7.33"," "," "," "," "," ","28.92"," ","1.1"," ","44843"," "," "," ","0.0698"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","2.07317073170732","converted from ft (ft/3.28)"," "," ","0.4"," ","24.9"," "
"136","GR1","2018-12-05 09:27:00"," "," "," "," "," ","114"," ","10"," "," "," "," "," "," "," ","4.1"," ","5.1"," "," "," "," "," ","1.3","I"," "," "," "," ","6.21"," ","74.1"," ","30"," ","10","BU"," "," ","0.93"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.055"," ","0.009","I","0.799"," ","0.064"," ","0.735"," ","0.595"," ","0.79"," "," "," ","0.65"," "," "," ","7.56"," "," "," "," "," ","24.72"," ","0.9"," ","38915"," "," "," ","0.052"," "," "," ","9","I","6.2"," "," "," ","13000"," ","22"," ","1900"," ","22900"," ","8.8"," ","1.73736","converted from ft (ft/3.28)"," "," ","4.8"," ","16.7"," "
"137","GR1","2019-01-22 11:18:00"," "," "," "," "," "," "," ","12.66667","converted from 54.8 F"," "," "," "," "," "," ","4.1"," ","5.3"," ","1.4","U","1.4","U","1.6"," "," "," "," "," ","8.16"," ","91"," ","10"," ","18","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.066"," ","0.019"," ","0.519"," ","0.085"," ","0.434"," ","0.604"," ","0.5","U","0.5","U","0.67"," ","1.5"," ","7.94"," "," "," "," "," ","22.86"," ","1.1"," ","36162"," "," "," ","0.0441"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","2.22504","converted from ft (ft/3.28)"," "," ","1.34"," ","13.9"," "
"138","GR1","2019-02-04 10:34:00"," ","0.0025","I","0.008","U","108"," ","14.7"," "," "," ","0.0089"," ","8e-04","U"," "," "," "," "," "," "," "," "," "," "," "," ","0.002","U","7.29"," ","80.3"," "," "," "," "," ","0.016","U","0.76"," ","0.0039"," "," "," "," "," "," "," ","0.002","U","0.02","U","0.045"," ","0.0058","I","0.004","U","0.002","U","0.008","U","0.055"," ","0.011"," ","0.511"," ","0.066"," ","0.445"," ","0.425"," ","0.5"," "," "," ","0.48"," "," "," ","7.55"," ","0.004","U","0.002","U","20.7"," ","1"," ","33096"," ","0.38"," ","0.053"," ","0.004","U","7","IA","5.4"," "," "," "," "," "," "," "," "," "," "," ","8.7"," ","1.85928","converted from ft (ft/3.28)"," "," ","1.4"," ","14.2"," "
